date,RSS01_DOSE_Numero1_cumu,RSS02_DOSE_Numero1_cumu,RSS03_DOSE_Numero1_cumu,RSS04_DOSE_Numero1_cumu,RSS05_DOSE_Numero1_cumu,RSS06_DOSE_Numero1_cumu,RSS07_DOSE_Numero1_cumu,RSS08_DOSE_Numero1_cumu,RSS09_DOSE_Numero1_cumu,RSS10_DOSE_Numero1_cumu,RSS11_DOSE_Numero1_cumu,RSS12_DOSE_Numero1_cumu,RSS13_DOSE_Numero1_cumu,RSS14_DOSE_Numero1_cumu,RSS15_DOSE_Numero1_cumu,RSS16_DOSE_Numero1_cumu,RSS17_DOSE_Numero1_cumu,RSS18_DOSE_Numero1_cumu,RSS99_DOSE_Numero1_cumu,RSS01_DOSE_Numero1_jour,RSS02_DOSE_Numero1_jour,RSS03_DOSE_Numero1_jour,RSS04_DOSE_Numero1_jour,RSS05_DOSE_Numero1_jour,RSS06_DOSE_Numero1_jour,RSS07_DOSE_Numero1_jour,RSS08_DOSE_Numero1_jour,RSS09_DOSE_Numero1_jour,RSS10_DOSE_Numero1_jour,RSS11_DOSE_Numero1_jour,RSS12_DOSE_Numero1_jour,RSS13_DOSE_Numero1_jour,RSS14_DOSE_Numero1_jour,RSS15_DOSE_Numero1_jour,RSS16_DOSE_Numero1_jour,RSS17_DOSE_Numero1_jour,RSS18_DOSE_Numero1_jour,RSS99_DOSE_Numero1_jour,RSS01_DOSE_Numero2_cumu,RSS02_DOSE_Numero2_cumu,RSS03_DOSE_Numero2_cumu,RSS04_DOSE_Numero2_cumu,RSS05_DOSE_Numero2_cumu,RSS06_DOSE_Numero2_cumu,RSS07_DOSE_Numero2_cumu,RSS08_DOSE_Numero2_cumu,RSS09_DOSE_Numero2_cumu,RSS10_DOSE_Numero2_cumu,RSS11_DOSE_Numero2_cumu,RSS12_DOSE_Numero2_cumu,RSS13_DOSE_Numero2_cumu,RSS14_DOSE_Numero2_cumu,RSS15_DOSE_Numero2_cumu,RSS16_DOSE_Numero2_cumu,RSS17_DOSE_Numero2_cumu,RSS18_DOSE_Numero2_cumu,RSS99_DOSE_Numero2_cumu,RSS01_DOSE_Numero2_jour,RSS02_DOSE_Numero2_jour,RSS03_DOSE_Numero2_jour,RSS04_DOSE_Numero2_jour,RSS05_DOSE_Numero2_jour,RSS06_DOSE_Numero2_jour,RSS07_DOSE_Numero2_jour,RSS08_DOSE_Numero2_jour,RSS09_DOSE_Numero2_jour,RSS10_DOSE_Numero2_jour,RSS11_DOSE_Numero2_jour,RSS12_DOSE_Numero2_jour,RSS13_DOSE_Numero2_jour,RSS14_DOSE_Numero2_jour,RSS15_DOSE_Numero2_jour,RSS16_DOSE_Numero2_jour,RSS17_DOSE_Numero2_jour,RSS18_DOSE_Numero2_jour,RSS99_DOSE_Numero2_jour,RSS01_DOSES_Total_cumu,RSS02_DOSES_Total_cumu,RSS03_DOSES_Total_cumu,RSS04_DOSES_Total_cumu,RSS05_DOSES_Total_cumu,RSS06_DOSES_Total_cumu,RSS07_DOSES_Total_cumu,RSS08_DOSES_Total_cumu,RSS09_DOSES_Total_cumu,RSS10_DOSES_Total_cumu,RSS11_DOSES_Total_cumu,RSS12_DOSES_Total_cumu,RSS13_DOSES_Total_cumu,RSS14_DOSES_Total_cumu,RSS15_DOSES_Total_cumu,RSS16_DOSES_Total_cumu,RSS17_DOSES_Total_cumu,RSS18_DOSES_Total_cumu,RSS99_DOSES_Total_cumu,RSS01_DOSES_Total_jour,RSS02_DOSES_Total_jour,RSS03_DOSES_Total_jour,RSS04_DOSES_Total_jour,RSS05_DOSES_Total_jour,RSS06_DOSES_Total_jour,RSS07_DOSES_Total_jour,RSS08_DOSES_Total_jour,RSS09_DOSES_Total_jour,RSS10_DOSES_Total_jour,RSS11_DOSES_Total_jour,RSS12_DOSES_Total_jour,RSS13_DOSES_Total_jour,RSS14_DOSES_Total_jour,RSS15_DOSES_Total_jour,RSS16_DOSES_Total_jour,RSS17_DOSES_Total_jour,RSS18_DOSES_Total_jour,RSS99_DOSES_Total_jour
2021-01-07,1479.00,3458.00,7749.00,2835.00,2607.00,17780.00,2285.00,1270.00,934.00,65.00,1647.00,2622.00,2808.00,2476.00,2974.00,9353.00,0.00,504.00,62942.00,395.00,374.00,595.00,536.00,539.00,4782.00,543.00,443.00,233.00,43.00,851.00,802.00,496.00,381.00,642.00,1782.00,0.00,200.00,13639.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1479.00,3458.00,7749.00,2835.00,2607.00,17781.00,2285.00,1270.00,934.00,65.00,1647.00,2622.00,2808.00,2476.00,2974.00,9353.00,0.00,504.00,62943.00,395.00,374.00,595.00,536.00,539.00,4782.00,543.00,443.00,233.00,43.00,851.00,802.00,496.00,381.00,642.00,1782.00,0.00,200.00,13639.00
2021-01-08,1834.00,3683.00,8353.00,3278.00,3408.00,22184.00,2942.00,1482.00,1444.00,95.00,2297.00,3606.00,3251.00,2883.00,3550.00,11082.00,0.00,770.00,76244.00,355.00,225.00,604.00,443.00,801.00,4404.00,657.00,212.00,510.00,30.00,650.00,984.00,443.00,407.00,576.00,1729.00,0.00,266.00,13302.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1834.00,3683.00,8354.00,3278.00,3408.00,22186.00,2942.00,1482.00,1444.00,95.00,2297.00,3606.00,3251.00,2883.00,3550.00,11082.00,0.00,770.00,76247.00,355.00,225.00,605.00,443.00,801.00,4405.00,657.00,212.00,510.00,30.00,650.00,984.00,443.00,407.00,576.00,1729.00,0.00,266.00,13304.00
2021-01-09,2112.00,3901.00,9491.00,4071.00,3408.00,24748.00,3244.00,1606.00,1719.00,105.00,2625.00,3925.00,3509.00,3321.00,3940.00,12162.00,0.00,965.00,84954.00,278.00,218.00,1138.00,793.00,0.00,2564.00,302.00,124.00,275.00,10.00,328.00,319.00,258.00,438.00,390.00,1080.00,0.00,195.00,8710.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2112.00,3901.00,9493.00,4071.00,3408.00,24750.00,3244.00,1606.00,1719.00,105.00,2625.00,3925.00,3509.00,3321.00,3940.00,12162.00,0.00,965.00,84958.00,278.00,218.00,1139.00,793.00,0.00,2564.00,302.00,124.00,275.00,10.00,328.00,319.00,258.00,438.00,390.00,1080.00,0.00,195.00,8711.00
2021-01-10,2536.00,4134.00,10616.00,4376.00,3408.00,26503.00,3581.00,1738.00,1719.00,105.00,2699.00,4225.00,3858.00,3684.00,4315.00,13234.00,0.00,1125.00,91962.00,424.00,233.00,1125.00,305.00,0.00,1755.00,337.00,132.00,0.00,0.00,74.00,300.00,349.00,363.00,375.00,1072.00,0.00,160.00,7008.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2536.00,4134.00,10618.00,4376.00,3408.00,26506.00,3581.00,1738.00,1719.00,105.00,2699.00,4225.00,3858.00,3684.00,4315.00,13234.00,0.00,1125.00,91967.00,424.00,233.00,1125.00,305.00,0.00,1756.00,337.00,132.00,0.00,0.00,74.00,300.00,349.00,363.00,375.00,1072.00,0.00,160.00,7009.00
2021-01-11,2536.00,4134.00,11694.00,4963.00,3966.00,28722.00,3581.00,1860.00,1879.00,105.00,2789.00,4244.00,4389.00,3954.00,5100.00,14026.00,0.00,1184.00,99239.00,0.00,0.00,1078.00,587.00,558.00,2219.00,0.00,122.00,160.00,0.00,90.00,19.00,531.00,270.00,785.00,792.00,0.00,59.00,7277.00,0.00,0.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2536.00,4134.00,11696.00,4963.00,3966.00,28726.00,3581.00,1860.00,1879.00,105.00,2789.00,4244.00,4389.00,3954.00,5100.00,14026.00,0.00,1184.00,99245.00,0.00,0.00,1078.00,587.00,558.00,2220.00,0.00,122.00,160.00,0.00,90.00,19.00,531.00,270.00,785.00,792.00,0.00,59.00,7278.00
2021-01-12,2536.00,4372.00,12492.00,5606.00,4521.00,30174.00,3638.00,2047.00,2011.00,105.00,2795.00,4764.00,4922.00,4185.00,5759.00,15856.00,0.00,1215.00,107122.00,0.00,238.00,798.00,643.00,555.00,1452.00,57.00,187.00,132.00,0.00,6.00,520.00,533.00,231.00,659.00,1830.00,0.00,31.00,7883.00,0.00,0.00,2.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2536.00,4372.00,12494.00,5606.00,4521.00,30181.00,3638.00,2047.00,2011.00,105.00,2795.00,4764.00,4922.00,4185.00,5759.00,15856.00,0.00,1215.00,107131.00,0.00,238.00,798.00,643.00,555.00,1455.00,57.00,187.00,132.00,0.00,6.00,520.00,533.00,231.00,659.00,1830.00,0.00,31.00,7886.00
2021-01-13,2536.00,4522.00,13562.00,6024.00,5078.00,31938.00,3893.00,2219.00,2138.00,105.00,2847.00,5381.00,5799.00,4638.00,6361.00,17752.00,0.00,1215.00,116140.00,0.00,150.00,1070.00,418.00,557.00,1764.00,255.00,172.00,127.00,0.00,52.00,617.00,877.00,453.00,602.00,1896.00,0.00,0.00,9018.00,0.00,0.00,2.00,1.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,13.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,4.00,2536.00,4522.00,13564.00,6025.00,5078.00,31946.00,3893.00,2219.00,2138.00,105.00,2847.00,5381.00,5799.00,4638.00,6361.00,17754.00,0.00,1215.00,116153.00,0.00,150.00,1070.00,419.00,557.00,1765.00,255.00,172.00,127.00,0.00,52.00,617.00,877.00,453.00,602.00,1898.00,0.00,0.00,9022.00
2021-01-14,2536.00,5095.00,14964.00,6663.00,5795.00,34534.00,4420.00,2341.00,2311.00,105.00,3200.00,6309.00,6436.00,5068.00,7096.00,19631.00,0.00,1215.00,127858.00,0.00,573.00,1402.00,639.00,717.00,2596.00,527.00,122.00,173.00,0.00,353.00,928.00,637.00,430.00,735.00,1879.00,0.00,0.00,11718.00,0.00,0.00,2.00,1.00,1.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2536.00,5095.00,14966.00,6664.00,5796.00,34542.00,4420.00,2341.00,2311.00,105.00,3200.00,6309.00,6436.00,5068.00,7096.00,19633.00,0.00,1215.00,127872.00,0.00,573.00,1402.00,639.00,718.00,2596.00,527.00,122.00,173.00,0.00,353.00,928.00,637.00,430.00,735.00,1879.00,0.00,0.00,11719.00
2021-01-15,2804.00,5691.00,16349.00,7307.00,6578.00,36940.00,4675.00,2461.00,2402.00,105.00,3568.00,7283.00,7039.00,5669.00,7637.00,21054.00,0.00,1215.00,138923.00,268.00,596.00,1385.00,644.00,783.00,2406.00,255.00,120.00,91.00,0.00,368.00,974.00,603.00,601.00,541.00,1423.00,0.00,0.00,11065.00,0.00,0.00,2.00,1.00,1.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,5.00,2804.00,5691.00,16351.00,7308.00,6579.00,36950.00,4675.00,2461.00,2402.00,105.00,3568.00,7283.00,7039.00,5669.00,7639.00,21057.00,0.00,1215.00,138942.00,268.00,596.00,1385.00,644.00,783.00,2408.00,255.00,120.00,91.00,0.00,368.00,974.00,603.00,601.00,543.00,1424.00,0.00,0.00,11070.00
2021-01-16,3074.00,6317.00,17801.00,7307.00,7134.00,38458.00,4914.00,2579.00,2454.00,105.00,3826.00,7925.00,7283.00,6396.00,8103.00,21688.00,0.00,1642.00,147312.00,270.00,626.00,1452.00,0.00,556.00,1518.00,239.00,118.00,52.00,0.00,258.00,642.00,244.00,727.00,466.00,634.00,0.00,427.00,8389.00,0.00,0.00,2.00,1.00,2.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3074.00,6317.00,17803.00,7308.00,7136.00,38468.00,4914.00,2579.00,2454.00,105.00,3826.00,7925.00,7283.00,6396.00,8105.00,21691.00,0.00,1642.00,147332.00,270.00,626.00,1452.00,0.00,557.00,1518.00,239.00,118.00,52.00,0.00,258.00,642.00,244.00,727.00,466.00,634.00,0.00,427.00,8390.00
2021-01-17,3074.00,6572.00,19228.00,7827.00,7669.00,39661.00,5405.00,2695.00,2454.00,105.00,3826.00,7925.00,7494.00,7162.00,8479.00,21688.00,31.00,2811.00,154419.00,0.00,255.00,1427.00,520.00,535.00,1203.00,491.00,116.00,0.00,0.00,0.00,0.00,211.00,766.00,376.00,0.00,31.00,1169.00,7107.00,0.00,0.00,2.00,1.00,2.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3074.00,6572.00,19230.00,7828.00,7671.00,39671.00,5405.00,2695.00,2454.00,105.00,3826.00,7925.00,7494.00,7162.00,8481.00,21691.00,31.00,2811.00,154439.00,0.00,255.00,1427.00,520.00,535.00,1203.00,491.00,116.00,0.00,0.00,0.00,0.00,211.00,766.00,376.00,0.00,31.00,1169.00,7107.00
2021-01-18,3643.00,6661.00,19228.00,8664.00,8158.00,41036.00,5981.00,3086.00,2489.00,127.00,4386.00,9002.00,7570.00,8066.00,9216.00,22907.00,43.00,4385.00,164971.00,569.00,89.00,0.00,837.00,489.00,1375.00,576.00,391.00,35.00,22.00,560.00,1077.00,76.00,904.00,737.00,1219.00,12.00,1574.00,10552.00,0.00,0.00,2.00,1.00,2.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,8.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,3643.00,6661.00,19230.00,8665.00,8160.00,41046.00,5981.00,3086.00,2489.00,127.00,4386.00,9002.00,7570.00,8066.00,9218.00,22915.00,43.00,4385.00,164996.00,569.00,89.00,0.00,837.00,489.00,1375.00,576.00,391.00,35.00,22.00,560.00,1077.00,76.00,904.00,737.00,1224.00,12.00,1574.00,10557.00
2021-01-19,3891.00,6661.00,19229.00,9655.00,8581.00,42696.00,6794.00,3507.00,2618.00,453.00,4869.00,9476.00,7643.00,8465.00,10033.00,24342.00,304.00,5695.00,175243.00,248.00,0.00,1.00,991.00,423.00,1660.00,813.00,421.00,129.00,326.00,483.00,474.00,73.00,399.00,817.00,1435.00,261.00,1310.00,10272.00,0.00,0.00,2.00,1.00,2.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,8.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,3891.00,6661.00,19231.00,9656.00,8583.00,42707.00,6794.00,3507.00,2618.00,453.00,4869.00,9476.00,7643.00,8466.00,10035.00,24350.00,304.00,5695.00,175270.00,248.00,0.00,1.00,991.00,423.00,1661.00,813.00,421.00,129.00,326.00,483.00,474.00,73.00,400.00,817.00,1435.00,261.00,1310.00,10274.00
2021-01-20,3891.00,7079.00,19806.00,10405.00,9177.00,44788.00,7338.00,3840.00,3426.00,677.00,5586.00,9815.00,8172.00,8789.00,11059.00,25407.00,384.00,6633.00,186613.00,0.00,418.00,577.00,750.00,596.00,2092.00,544.00,333.00,808.00,224.00,717.00,339.00,529.00,324.00,1026.00,1065.00,80.00,938.00,11370.00,0.00,0.00,2.00,1.00,2.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,8.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,3891.00,7079.00,19808.00,10406.00,9179.00,44801.00,7338.00,3840.00,3426.00,677.00,5586.00,9815.00,8172.00,8791.00,11061.00,25415.00,384.00,6633.00,186643.00,0.00,418.00,577.00,750.00,596.00,2094.00,544.00,333.00,808.00,224.00,717.00,339.00,529.00,325.00,1026.00,1065.00,80.00,938.00,11373.00
2021-01-21,3891.00,7713.00,20277.00,11314.00,9944.00,47506.00,7902.00,4519.00,4704.00,1109.00,6145.00,10193.00,8727.00,9178.00,11528.00,27316.00,490.00,7438.00,200246.00,0.00,634.00,471.00,909.00,767.00,2718.00,564.00,679.00,1278.00,432.00,559.00,378.00,555.00,389.00,469.00,1909.00,106.00,805.00,13633.00,0.00,0.00,2.00,2.00,6.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,3.00,9.00,0.00,0.00,41.00,0.00,0.00,0.00,1.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,11.00,3891.00,7713.00,20279.00,11316.00,9950.00,47521.00,7902.00,4519.00,4704.00,1109.00,6145.00,10193.00,8728.00,9181.00,11531.00,27325.00,490.00,7438.00,200287.00,0.00,634.00,471.00,910.00,771.00,2720.00,564.00,679.00,1278.00,432.00,559.00,378.00,556.00,390.00,470.00,1910.00,106.00,805.00,13644.00
2021-01-22,4176.00,8216.00,20824.00,12184.00,10035.00,50739.00,8255.00,5002.00,5515.00,1514.00,6336.00,10500.00,9366.00,9745.00,11958.00,28903.00,539.00,7928.00,212092.00,285.00,503.00,547.00,870.00,91.00,3233.00,353.00,483.00,811.00,405.00,191.00,307.00,639.00,567.00,430.00,1587.00,49.00,490.00,11846.00,1.00,0.00,2.00,2.00,6.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00,10.00,0.00,0.00,47.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,6.00,4177.00,8216.00,20826.00,12186.00,10041.00,50757.00,8255.00,5002.00,5515.00,1514.00,6336.00,10500.00,9367.00,9748.00,11962.00,28913.00,539.00,7928.00,212139.00,286.00,503.00,547.00,870.00,91.00,3236.00,353.00,483.00,811.00,405.00,191.00,307.00,639.00,567.00,431.00,1588.00,49.00,490.00,11852.00
2021-01-23,4396.00,8535.00,21556.00,12842.00,10331.00,52549.00,8457.00,5318.00,6009.00,2399.00,6336.00,10741.00,9623.00,10190.00,11959.00,30333.00,539.00,8066.00,220538.00,220.00,319.00,732.00,658.00,296.00,1810.00,202.00,316.00,494.00,885.00,0.00,241.00,257.00,445.00,1.00,1430.00,0.00,138.00,8446.00,1.00,0.00,2.00,2.00,6.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00,11.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3.00,4397.00,8535.00,21558.00,12844.00,10337.00,52569.00,8457.00,5318.00,6009.00,2399.00,6336.00,10741.00,9624.00,10193.00,11963.00,30344.00,539.00,8066.00,220588.00,220.00,319.00,732.00,658.00,296.00,1812.00,202.00,316.00,494.00,885.00,0.00,241.00,257.00,445.00,1.00,1431.00,0.00,138.00,8449.00
2021-01-24,4396.00,8535.00,21556.00,12842.00,10331.00,53192.00,8457.00,5318.00,6123.00,3156.00,6336.00,10741.00,9623.00,10656.00,11959.00,30333.00,539.00,8135.00,222587.00,0.00,0.00,0.00,0.00,0.00,643.00,0.00,0.00,114.00,757.00,0.00,0.00,0.00,466.00,0.00,0.00,0.00,69.00,2049.00,1.00,0.00,2.00,2.00,6.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00,11.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4397.00,8535.00,21558.00,12844.00,10337.00,53213.00,8457.00,5318.00,6123.00,3156.00,6336.00,10741.00,9624.00,10659.00,11963.00,30344.00,539.00,8135.00,222639.00,0.00,0.00,0.00,0.00,0.00,644.00,0.00,0.00,114.00,757.00,0.00,0.00,0.00,466.00,0.00,0.00,0.00,69.00,2051.00
2021-01-25,4667.00,8535.00,22225.00,12902.00,10404.00,54179.00,8457.00,5318.00,6359.00,3917.00,6336.00,10741.00,9623.00,11130.00,12009.00,30930.00,578.00,8360.00,227040.00,271.00,0.00,669.00,60.00,73.00,987.00,0.00,0.00,236.00,761.00,0.00,0.00,0.00,474.00,50.00,597.00,39.00,225.00,4453.00,1.00,0.00,3.00,2.00,6.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00,11.00,0.00,0.00,55.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4668.00,8535.00,22228.00,12904.00,10410.00,54201.00,8457.00,5318.00,6359.00,3917.00,6336.00,10741.00,9624.00,11133.00,12013.00,30941.00,578.00,8360.00,227095.00,271.00,0.00,670.00,60.00,73.00,988.00,0.00,0.00,236.00,761.00,0.00,0.00,0.00,474.00,50.00,597.00,39.00,225.00,4456.00
2021-01-26,4950.00,8550.00,22951.00,12922.00,10524.00,55293.00,8457.00,5412.00,6542.00,4373.00,6336.00,10741.00,9645.00,11130.00,12009.00,31525.00,677.00,8660.00,231073.00,283.00,15.00,726.00,20.00,120.00,1114.00,0.00,94.00,183.00,456.00,0.00,0.00,22.00,0.00,0.00,595.00,99.00,300.00,4033.00,1.00,0.00,4.00,2.00,6.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00,11.00,0.00,0.00,61.00,0.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,4951.00,8550.00,22955.00,12924.00,10530.00,55318.00,8457.00,5412.00,6542.00,4373.00,6336.00,10741.00,9646.00,11133.00,12013.00,31536.00,677.00,8660.00,231134.00,283.00,15.00,727.00,20.00,120.00,1117.00,0.00,94.00,183.00,456.00,0.00,0.00,22.00,0.00,0.00,595.00,99.00,300.00,4039.00
2021-01-27,4965.00,8692.00,23525.00,12931.00,11065.00,56288.00,8457.00,5512.00,6672.00,4537.00,6336.00,10741.00,9645.00,11151.00,12206.00,32124.00,756.00,8776.00,234797.00,15.00,142.00,574.00,9.00,541.00,995.00,0.00,100.00,130.00,164.00,0.00,0.00,0.00,21.00,197.00,599.00,79.00,116.00,3724.00,1.00,0.00,4.00,2.00,6.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00,11.00,0.00,0.00,63.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4966.00,8692.00,23529.00,12933.00,11071.00,56315.00,8457.00,5512.00,6672.00,4537.00,6336.00,10741.00,9646.00,11154.00,12210.00,32135.00,756.00,8776.00,234860.00,15.00,142.00,574.00,9.00,541.00,997.00,0.00,100.00,130.00,164.00,0.00,0.00,0.00,21.00,197.00,599.00,79.00,116.00,3726.00
2021-01-28,4965.00,8844.00,23674.00,13031.00,11169.00,57589.00,8457.00,5512.00,6672.00,4639.00,6336.00,10741.00,9645.00,11171.00,12413.00,33106.00,838.00,8870.00,238097.00,0.00,152.00,149.00,100.00,104.00,1301.00,0.00,0.00,0.00,102.00,0.00,0.00,0.00,20.00,207.00,982.00,82.00,94.00,3300.00,1.00,0.00,4.00,2.00,6.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00,12.00,0.00,3.00,69.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,6.00,4966.00,8844.00,23678.00,13033.00,11175.00,57617.00,8457.00,5512.00,6672.00,4639.00,6336.00,10741.00,9646.00,11174.00,12417.00,33118.00,838.00,8873.00,238166.00,0.00,152.00,149.00,100.00,104.00,1302.00,0.00,0.00,0.00,102.00,0.00,0.00,0.00,20.00,207.00,983.00,82.00,97.00,3306.00
2021-01-29,4965.00,8844.00,23880.00,13061.00,11219.00,57739.00,8457.00,5512.00,6672.00,4720.00,6336.00,10741.00,9645.00,11202.00,12568.00,34388.00,898.00,9054.00,240326.00,0.00,0.00,206.00,30.00,50.00,150.00,0.00,0.00,0.00,81.00,0.00,0.00,0.00,31.00,155.00,1282.00,60.00,184.00,2229.00,1.00,0.00,4.00,2.00,8.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00,12.00,0.00,3.00,74.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,4966.00,8844.00,23884.00,13063.00,11227.00,57767.00,8457.00,5512.00,6672.00,4720.00,6336.00,10741.00,9646.00,11205.00,12572.00,34400.00,898.00,9057.00,240400.00,0.00,0.00,206.00,30.00,52.00,150.00,0.00,0.00,0.00,81.00,0.00,0.00,0.00,31.00,155.00,1282.00,60.00,184.00,2234.00
